time	I(L21)	I(L22)	I(R2)	I(R10)	I(R30)
8.563708083370018e-009	-1.479363e-010	8.466010e-010	7.234854e-008	7.238112e-008	3.381769e-012
8.578279511941438e-009	-1.487208e-010	8.652233e-010	7.315710e-008	7.318986e-008	3.476972e-012
8.592850940512860e-009	-1.493651e-010	8.835629e-010	7.394368e-008	7.397661e-008	3.572019e-012
8.593850940512859e-009	-1.494054e-010	8.848100e-010	7.399706e-008	7.403000e-008	3.578525e-012
8.625993797655699e-009	-1.502777e-010	9.241202e-010	7.565158e-008	7.568484e-008	3.787371e-012
8.658136654798540e-009	-1.506999e-010	9.620101e-010	7.723213e-008	7.726565e-008	3.993936e-012
8.690279511941380e-009	-1.506721e-010	9.984796e-010	7.873869e-008	7.877243e-008	4.198219e-012
8.722422369084222e-009	-1.501943e-010	1.033529e-009	8.017128e-008	8.020519e-008	4.400220e-012
8.754565226227062e-009	-1.492665e-010	1.067158e-009	8.152990e-008	8.156393e-008	4.599941e-012
8.786708083369902e-009	-1.478886e-010	1.099366e-009	8.281454e-008	8.284863e-008	4.797380e-012
8.818850940512742e-009	-1.460606e-010	1.130155e-009	8.402520e-008	8.405932e-008	4.992538e-012
8.819850940512742e-009	-1.460023e-010	1.131093e-009	8.406278e-008	8.409689e-008	4.998552e-012
8.820131614841794e-009	-1.459858e-010	1.131356e-009	8.407353e-008	8.410765e-008	5.000240e-012
8.820363814573644e-009	-1.459722e-010	1.131573e-009	8.408139e-008	8.411550e-008	5.001635e-012
8.820686403611440e-009	-1.459529e-010	1.131875e-009	8.408718e-008	8.412128e-008	5.003574e-012
8.821020647936462e-009	-1.459330e-010	1.132187e-009	8.409359e-008	8.412769e-008	5.005582e-012
8.821689136586504e-009	-1.458936e-010	1.132812e-009	8.412355e-008	8.415767e-008	5.009597e-012
8.822689136586504e-009	-1.458367e-010	1.133750e-009	8.421775e-008	8.425194e-008	5.015609e-012
8.823689136586503e-009	-1.457837e-010	1.134696e-009	8.438395e-008	8.441825e-008	5.021637e-012
8.824689136586503e-009	-1.457366e-010	1.135654e-009	8.463876e-008	8.467324e-008	5.027695e-012
8.825689136586502e-009	-1.456978e-010	1.136632e-009	8.499273e-008	8.502744e-008	5.033800e-012
8.826689136586502e-009	-1.456698e-010	1.137636e-009	8.545750e-008	8.549252e-008	5.039969e-012
8.827689136586501e-009	-1.456555e-010	1.138673e-009	8.604601e-008	8.608140e-008	5.046224e-012
8.828689136586501e-009	-1.456581e-010	1.139753e-009	8.677228e-008	8.680814e-008	5.052586e-012
8.829689136586500e-009	-1.456809e-010	1.140885e-009	8.765122e-008	8.768764e-008	5.059082e-012
8.830689136586500e-009	-1.457279e-010	1.142078e-009	8.869835e-008	8.873543e-008	5.065737e-012
8.832689136586499e-009	-1.459109e-010	1.144697e-009	9.136061e-008	9.139936e-008	5.079655e-012
8.834689136586498e-009	-1.462441e-010	1.147712e-009	9.488477e-008	9.492570e-008	5.094617e-012
8.836689136586496e-009	-1.467688e-010	1.151238e-009	9.938893e-008	9.943261e-008	5.110939e-012
8.838689136586495e-009	-1.475303e-010	1.155404e-009	1.049770e-007	1.050241e-007	5.128976e-012
8.840689136586494e-009	-1.485770e-010	1.160347e-009	1.117346e-007	1.117858e-007	5.149110e-012
8.842689136586493e-009	-1.499595e-010	1.166213e-009	1.197268e-007	1.197828e-007	5.171751e-012
8.844689136586492e-009	-1.517293e-010	1.173153e-009	1.289985e-007	1.290599e-007	5.197325e-012
8.846689136586491e-009	-1.539385e-010	1.181320e-009	1.395753e-007	1.396429e-007	5.226269e-012
8.848689136586490e-009	-1.566388e-010	1.190867e-009	1.514663e-007	1.515409e-007	5.259021e-012
8.850689136586489e-009	-1.598809e-010	1.201945e-009	1.646664e-007	1.647487e-007	5.296021e-012
8.851689136586489e-009	-1.617072e-010	1.208068e-009	1.717251e-007	1.718115e-007	5.316143e-012
8.852345635021616e-009	-1.629842e-010	1.212310e-009	1.765247e-007	1.766139e-007	5.329973e-012
8.852818116020291e-009	-1.639534e-010	1.215505e-009	1.800840e-007	1.801753e-007	5.340325e-012
8.853394923102779e-009	-1.651844e-010	1.219543e-009	1.845311e-007	1.846250e-007	5.353344e-012
